Usage,Image name,predominant_emotion_index
Training,fer0000321.png,2
Training,fer0000322.png,0
Training,fer0000325.png,1
Training,fer0000326.png,1
Training,fer0000327.png,2
Training,fer0000328.png,2
Training,fer0000329.png,2
Training,fer0000331.png,2
Training,fer0000335.png,2
Training,fer0000337.png,0
Training,fer0000338.png,3
Training,fer0000340.png,3
Training,fer0000341.png,4
Training,fer0000342.png,0
Training,fer0000344.png,2
Training,fer0000348.png,4
Training,fer0000349.png,3
Training,fer0000351.png,3
Training,fer0000352.png,4
Training,fer0000353.png,2
Training,fer0000354.png,4
Training,fer0000356.png,2
Training,fer0000357.png,3
Training,fer0000358.png,3
Training,fer0000360.png,0
Training,fer0000361.png,2
Training,fer0000362.png,3
Training,fer0000364.png,4
Training,fer0000366.png,2
Training,fer0000367.png,3
Training,fer0000368.png,4
Training,fer0000369.png,1
Training,fer0000373.png,4
Training,fer0000375.png,0
Training,fer0000380.png,2
Training,fer0000382.png,0
Training,fer0000384.png,3
Training,fer0000385.png,0
Training,fer0000386.png,4
Training,fer0000387.png,4
Training,fer0000389.png,0
Training,fer0000390.png,3
Training,fer0000391.png,2
Training,fer0000392.png,0
Training,fer0000396.png,0
Training,fer0000398.png,0
Training,fer0000399.png,3
Training,fer0000400.png,1
Training,fer0000401.png,0
Training,fer0000402.png,3
Training,fer0000403.png,4
Training,fer0000408.png,3
Training,fer0000409.png,4
Training,fer0000410.png,2
Training,fer0000411.png,4
Training,fer0000412.png,2
Training,fer0000413.png,3
Training,fer0000415.png,3
Training,fer0000416.png,1
Training,fer0000417.png,0
Training,fer0000418.png,0
Training,fer0000419.png,0
Training,fer0000420.png,2
Training,fer0000421.png,0
Training,fer0000423.png,2
Training,fer0000424.png,2
Training,fer0000425.png,3
Training,fer0000427.png,3
Training,fer0000428.png,3
Training,fer0000429.png,3
Training,fer0000430.png,0
Training,fer0000431.png,0
Training,fer0000433.png,4
Training,fer0000434.png,2
Training,fer0000435.png,1
Training,fer0000437.png,2
Training,fer0000440.png,0
Training,fer0000441.png,0
Training,fer0000442.png,2
Training,fer0000443.png,0
Training,fer0000447.png,3
Training,fer0000450.png,0
Training,fer0000451.png,4
Training,fer0000452.png,1
Training,fer0000454.png,2
Training,fer0000463.png,4
Training,fer0000466.png,0
Training,fer0000469.png,4
Training,fer0000470.png,2
Training,fer0000472.png,3
Training,fer0000473.png,2
Training,fer0000474.png,3
Training,fer0000475.png,4
Training,fer0000476.png,3
Training,fer0000478.png,4
Training,fer0000479.png,2
Training,fer0000482.png,3
Training,fer0000485.png,3
Training,fer0000487.png,2
Training,fer0000491.png,2
Training,fer0000493.png,0
Training,fer0000494.png,1
Training,fer0000496.png,2
Training,fer0000501.png,0
Training,fer0000503.png,3
Training,fer0000504.png,0
Training,fer0000505.png,2
Training,fer0000506.png,0
Training,fer0000508.png,2
Training,fer0000510.png,1
Training,fer0000512.png,3
Training,fer0000513.png,0
Training,fer0000514.png,3
Training,fer0000515.png,2
Training,fer0000516.png,2
Training,fer0000517.png,2
Training,fer0000518.png,0
Training,fer0000520.png,3
Training,fer0000521.png,2
Training,fer0000522.png,1
Training,fer0000523.png,3
Training,fer0000524.png,2
Training,fer0000527.png,2
Training,fer0000528.png,3
Training,fer0000529.png,1
Training,fer0000531.png,3
Training,fer0000532.png,3
Training,fer0000533.png,0
Training,fer0000536.png,3
Training,fer0000538.png,1
Training,fer0000540.png,0
Training,fer0000541.png,0
Training,fer0000542.png,0
Training,fer0000545.png,0
Training,fer0000546.png,2
Training,fer0000547.png,0
Training,fer0000548.png,3
Training,fer0000549.png,0
Training,fer0000550.png,0
Training,fer0000552.png,2
Training,fer0000554.png,3
Training,fer0000556.png,4
Training,fer0000558.png,3
Training,fer0000559.png,1
Training,fer0000560.png,1
Training,fer0000561.png,4
Training,fer0000562.png,4
Training,fer0000564.png,3
Training,fer0000566.png,1
Training,fer0000567.png,1
Training,fer0000568.png,0
Training,fer0000569.png,1
Training,fer0000570.png,1
Training,fer0000574.png,0
Training,fer0000575.png,3
Training,fer0000576.png,2
Training,fer0000577.png,3
Training,fer0000578.png,3
Training,fer0000579.png,2
Training,fer0000580.png,2
Training,fer0000581.png,2
Training,fer0000583.png,1
Training,fer0000588.png,3
Training,fer0000591.png,4
Training,fer0000592.png,1
Training,fer0000593.png,2
Training,fer0000595.png,4
Training,fer0000596.png,1
Training,fer0000597.png,2
Training,fer0000600.png,3
Training,fer0000605.png,3
Training,fer0000606.png,0
Training,fer0000607.png,1
Training,fer0000608.png,3
Training,fer0000609.png,0
Training,fer0000610.png,0
Training,fer0000611.png,1
Training,fer0000612.png,3
Training,fer0000619.png,2
Training,fer0000620.png,0
Training,fer0000621.png,1
Training,fer0000622.png,4
Training,fer0000623.png,3
Training,fer0000626.png,0
Training,fer0000627.png,1
Training,fer0000628.png,0
Training,fer0000629.png,3
Training,fer0000630.png,2
Training,fer0000632.png,2
Training,fer0000633.png,1
Training,fer0000634.png,0
Training,fer0000635.png,1
Training,fer0000636.png,2
Training,fer0000638.png,3
Training,fer0000639.png,1
Training,fer0000644.png,2
Training,fer0000645.png,2
Training,fer0000650.png,2
Training,fer0000654.png,3
Training,fer0000655.png,1
Training,fer0000656.png,1
Training,fer0000657.png,1
Training,fer0000658.png,2
Training,fer0000659.png,0
Training,fer0000661.png,0
Training,fer0000663.png,4
Training,fer0000665.png,1
Training,fer0000667.png,3
Training,fer0000668.png,2
Training,fer0000669.png,4
Training,fer0000672.png,1
Training,fer0000673.png,2
Training,fer0000674.png,3
Training,fer0000675.png,4
Training,fer0000676.png,0
Training,fer0000678.png,3
Training,fer0000680.png,1
Training,fer0000682.png,1
Training,fer0000683.png,1
Training,fer0000684.png,2
Training,fer0000685.png,1
Training,fer0000686.png,0
Training,fer0000687.png,3
Training,fer0000688.png,1
Training,fer0000690.png,2
Training,fer0000692.png,0
Training,fer0000693.png,0
Training,fer0000695.png,0
Training,fer0000696.png,2
Training,fer0000698.png,4
Training,fer0000700.png,3
Training,fer0000701.png,3
Training,fer0000702.png,4
Training,fer0000703.png,0
Training,fer0000706.png,2
Training,fer0000707.png,0
Training,fer0000709.png,3
Training,fer0000710.png,3
Training,fer0000712.png,4
Training,fer0000714.png,4
Training,fer0000715.png,0
Training,fer0000716.png,3
Training,fer0000717.png,2
Training,fer0000719.png,1
Training,fer0000721.png,3
Training,fer0000723.png,0
Training,fer0000725.png,3
Training,fer0000726.png,1
Training,fer0000728.png,0
Training,fer0000729.png,0
Training,fer0000730.png,0
Training,fer0000733.png,3
Training,fer0000740.png,2
Training,fer0000741.png,3
Training,fer0000743.png,3
Training,fer0000745.png,0
Training,fer0000746.png,0
Training,fer0000747.png,3
Training,fer0000748.png,2
Training,fer0000749.png,2
Training,fer0000750.png,3
Training,fer0000751.png,0
Training,fer0000753.png,3
Training,fer0000754.png,4
Training,fer0000756.png,4
Training,fer0000757.png,2
Training,fer0000760.png,0
Training,fer0000761.png,2
Training,fer0000762.png,0
Training,fer0000763.png,0
Training,fer0000767.png,2
Training,fer0000768.png,0
Training,fer0000769.png,2
Training,fer0000775.png,2
Training,fer0000776.png,1
Training,fer0000779.png,0
Training,fer0000780.png,3
Training,fer0000781.png,2
Training,fer0000782.png,2
Training,fer0000787.png,2
Training,fer0000789.png,1
Training,fer0000792.png,0
Training,fer0000796.png,3
Training,fer0000797.png,4
Training,fer0000799.png,0
Training,fer0000801.png,1
Training,fer0000802.png,1
Training,fer0000805.png,0
Training,fer0000806.png,0
Training,fer0000810.png,3
Training,fer0000811.png,1
Training,fer0000812.png,2
Training,fer0000814.png,4
Training,fer0000816.png,3
Training,fer0000817.png,2
Training,fer0000820.png,3
Training,fer0000821.png,4
Training,fer0000822.png,4
Training,fer0000824.png,4
Training,fer0000825.png,1
Training,fer0000826.png,3
Training,fer0000830.png,0
Training,fer0000831.png,3
Training,fer0000832.png,3
Training,fer0000833.png,4
Training,fer0000835.png,2
Training,fer0000836.png,0
Training,fer0000838.png,1
Training,fer0000840.png,0
Training,fer0000841.png,2
Training,fer0000842.png,3
Training,fer0000846.png,1
Training,fer0000847.png,1
Training,fer0000848.png,3
Training,fer0000850.png,0
Training,fer0000851.png,2
Training,fer0000852.png,3
Training,fer0000854.png,1
Training,fer0000855.png,2
Training,fer0000859.png,4
Training,fer0000861.png,1
Training,fer0000862.png,1
Training,fer0000863.png,2
Training,fer0000864.png,3
Training,fer0000865.png,3
Training,fer0000866.png,0
Training,fer0000869.png,3
Training,fer0000879.png,3
Training,fer0000880.png,3
Training,fer0000881.png,4
Training,fer0000884.png,3
Training,fer0000885.png,2
Training,fer0000887.png,0
Training,fer0000889.png,0
Training,fer0000895.png,1
Training,fer0000897.png,3
Training,fer0000898.png,4
Training,fer0000900.png,3
Training,fer0000902.png,2
Training,fer0000904.png,1
Training,fer0000905.png,4
Training,fer0000906.png,0
Training,fer0000907.png,4
Training,fer0000909.png,0
Training,fer0000911.png,0
Training,fer0000913.png,0
Training,fer0000914.png,0
Training,fer0000916.png,0
Training,fer0000920.png,3
Training,fer0000925.png,3
Training,fer0000926.png,4
Training,fer0000928.png,3
Training,fer0000929.png,0
Training,fer0000930.png,4
Training,fer0000932.png,3
Training,fer0000933.png,4
Training,fer0000935.png,0
Training,fer0000936.png,0
Training,fer0000937.png,4
Training,fer0000939.png,3
Training,fer0000942.png,0
Training,fer0000943.png,0
Training,fer0000944.png,4
Training,fer0000945.png,2
Training,fer0000947.png,0
Training,fer0000948.png,4
Training,fer0000950.png,1
Training,fer0000953.png,0
Training,fer0000955.png,3
Training,fer0000956.png,0
Training,fer0000957.png,0
Training,fer0000958.png,2
Training,fer0000960.png,4
Training,fer0000961.png,4
Training,fer0000962.png,2
Training,fer0000963.png,4
Training,fer0000966.png,1
Training,fer0000967.png,1
Training,fer0000969.png,0
Training,fer0000970.png,4
Training,fer0000971.png,1
Training,fer0000972.png,4
Training,fer0000974.png,3
Training,fer0000975.png,3
Training,fer0000976.png,3
Training,fer0000980.png,3
Training,fer0000981.png,3
Training,fer0000983.png,4
Training,fer0000984.png,0
Training,fer0000985.png,3
Training,fer0000991.png,2
Training,fer0000992.png,2
Training,fer0000995.png,1
Training,fer0000999.png,3
Training,fer0001000.png,0
Training,fer0001001.png,3
Training,fer0001003.png,2
Training,fer0001005.png,0
Training,fer0001006.png,3
Training,fer0001007.png,0
Training,fer0001008.png,3
Training,fer0001010.png,1
Training,fer0001011.png,0
Training,fer0001012.png,1
Training,fer0001013.png,4
Training,fer0001014.png,4
Training,fer0001015.png,1
Training,fer0001016.png,4
Training,fer0001020.png,3
Training,fer0001022.png,4
Training,fer0001024.png,0
Training,fer0001026.png,2
Training,fer0001027.png,1
Training,fer0001028.png,3
Training,fer0001029.png,0
Training,fer0001030.png,1
Training,fer0001031.png,2
Training,fer0001032.png,2
Training,fer0001033.png,3
Training,fer0001034.png,4
Training,fer0001035.png,0
Training,fer0001038.png,2
Training,fer0001039.png,0
Training,fer0001040.png,2
Training,fer0001041.png,2
Training,fer0001042.png,1
Training,fer0001043.png,1
Training,fer0001045.png,1
Training,fer0001048.png,1
Training,fer0001049.png,4
Training,fer0001050.png,1
Training,fer0001052.png,0
Training,fer0001054.png,2
Training,fer0001056.png,1
Training,fer0001058.png,0
Training,fer0001059.png,4
Training,fer0001061.png,4
Training,fer0001062.png,3
Training,fer0001063.png,1
Training,fer0001064.png,4
Training,fer0001065.png,3
Training,fer0001068.png,2
Training,fer0001069.png,4
Training,fer0001073.png,3
Training,fer0001074.png,1
Training,fer0001076.png,3
Training,fer0001077.png,3
Training,fer0001079.png,1
Training,fer0001080.png,1
Training,fer0001081.png,1
Training,fer0001082.png,2
Training,fer0001084.png,0
Training,fer0001085.png,2
Training,fer0001086.png,1
Training,fer0001087.png,3
Training,fer0001088.png,3
Training,fer0001089.png,0
Training,fer0001090.png,3
Training,fer0001091.png,0
Training,fer0001094.png,3
Training,fer0001095.png,1
Training,fer0001096.png,2
Training,fer0001098.png,2
Training,fer0001100.png,4
Training,fer0001104.png,4
Training,fer0001106.png,3
Training,fer0001107.png,2
Training,fer0001108.png,0
Training,fer0001109.png,1
Training,fer0001110.png,4
Training,fer0001112.png,0
Training,fer0001115.png,1
Training,fer0001116.png,2
Training,fer0001118.png,2
Training,fer0001120.png,4
Training,fer0001121.png,2
Training,fer0001122.png,4
Training,fer0001123.png,3
Training,fer0001128.png,1
Training,fer0001131.png,0
Training,fer0001133.png,2
Training,fer0001134.png,0
Training,fer0001136.png,3
Training,fer0001137.png,3
Training,fer0001138.png,1
Training,fer0001141.png,2
Training,fer0001142.png,3
Training,fer0001143.png,4
Training,fer0001144.png,1
Training,fer0001146.png,3
Training,fer0001148.png,3
Training,fer0001150.png,1
Training,fer0001151.png,0
Training,fer0001152.png,0
Training,fer0001153.png,1
Training,fer0001155.png,2
Training,fer0001156.png,4
Training,fer0001157.png,2
Training,fer0001158.png,4
Training,fer0001160.png,2
Training,fer0001162.png,1
Training,fer0001165.png,1
Training,fer0001166.png,4
Training,fer0001169.png,3
Training,fer0001170.png,2
Training,fer0001171.png,3
Training,fer0001172.png,1
Training,fer0001174.png,2
Training,fer0001175.png,4
Training,fer0001176.png,3
Training,fer0001177.png,0
Training,fer0001179.png,3
Training,fer0001189.png,0
Training,fer0001190.png,4
Training,fer0001191.png,2
Training,fer0001192.png,3
Training,fer0001198.png,4
Training,fer0001199.png,2
Training,fer0001200.png,1
Training,fer0001205.png,3
Training,fer0001208.png,0
Training,fer0001209.png,0
Training,fer0001210.png,1
Training,fer0001212.png,2
Training,fer0001214.png,4
Training,fer0001217.png,1
Training,fer0001220.png,0
Training,fer0001221.png,3
Training,fer0001222.png,2
Training,fer0001223.png,4
Training,fer0001224.png,4
Training,fer0001226.png,3
Training,fer0001227.png,3
Training,fer0001228.png,1
Training,fer0001229.png,3
Training,fer0001230.png,2
Training,fer0001233.png,4
Training,fer0001236.png,2
Training,fer0001237.png,2
Training,fer0001240.png,0
Training,fer0001241.png,3
Training,fer0001245.png,3
Training,fer0001247.png,2
Training,fer0001248.png,2
Training,fer0001249.png,0
Training,fer0001250.png,4
Training,fer0001253.png,4
Training,fer0001254.png,0
Training,fer0001255.png,1
Training,fer0001257.png,0
Training,fer0001259.png,2
Training,fer0001261.png,3
Training,fer0001264.png,1
Training,fer0001265.png,4
Training,fer0001266.png,4
Training,fer0001267.png,1
Training,fer0001268.png,3
Training,fer0001271.png,2
Training,fer0001272.png,3
Training,fer0001273.png,1
Training,fer0001274.png,3
Training,fer0001276.png,2
Training,fer0001279.png,0
Training,fer0001283.png,1
Training,fer0001285.png,3
Training,fer0001286.png,1
Training,fer0001287.png,2
Training,fer0001289.png,2
Training,fer0001290.png,3
Training,fer0001291.png,0
Training,fer0001292.png,3
Training,fer0001299.png,0
Training,fer0001300.png,2
Training,fer0001303.png,2
Training,fer0001306.png,4
Training,fer0001307.png,1
Training,fer0001309.png,4
Training,fer0001310.png,3
Training,fer0001312.png,3
Training,fer0001313.png,3
Training,fer0001316.png,2
Training,fer0001318.png,2
Training,fer0001319.png,0
Training,fer0001320.png,2
Training,fer0001321.png,0
Training,fer0001325.png,2
Training,fer0001326.png,0
Training,fer0001330.png,2
Training,fer0001333.png,1
Training,fer0001334.png,0
Training,fer0001336.png,4
Training,fer0001337.png,0
Training,fer0001338.png,4
Training,fer0001341.png,4
Training,fer0001342.png,3
Training,fer0001343.png,0
Training,fer0001345.png,1
Training,fer0001351.png,3
Training,fer0001353.png,1
Training,fer0001354.png,0
Training,fer0001355.png,3
Training,fer0001357.png,2
Training,fer0001359.png,3
Training,fer0001360.png,3
Training,fer0001362.png,3
Training,fer0001364.png,0
Training,fer0001367.png,2
Training,fer0001369.png,1
Training,fer0001370.png,4
Training,fer0001371.png,2
Training,fer0001372.png,4
Training,fer0001373.png,0
Training,fer0001374.png,2
Training,fer0001375.png,4
Training,fer0001379.png,1
Training,fer0001380.png,3
Training,fer0001383.png,1
Training,fer0001384.png,2
Training,fer0001386.png,1
Training,fer0001387.png,3
Training,fer0001389.png,3
Training,fer0001390.png,4
Training,fer0001391.png,3
Training,fer0001392.png,4
Training,fer0001393.png,1
Training,fer0001394.png,4
Training,fer0001395.png,4
Training,fer0001396.png,3
Training,fer0001397.png,2
Training,fer0001398.png,2
Training,fer0001399.png,3
Training,fer0001400.png,2
Training,fer0001401.png,2
Training,fer0001402.png,1
Training,fer0001403.png,1
Training,fer0001406.png,3
Training,fer0001408.png,2
Training,fer0001410.png,4
Training,fer0001411.png,0
Training,fer0001413.png,0
Training,fer0001414.png,0
Training,fer0001416.png,1
Training,fer0001418.png,3
Training,fer0001421.png,3
Training,fer0001425.png,0
Training,fer0001427.png,0
Training,fer0001429.png,3
Training,fer0001430.png,0
Training,fer0001432.png,0
Training,fer0001433.png,1
Training,fer0001434.png,3
Training,fer0001435.png,2
Training,fer0001437.png,0
Training,fer0001439.png,3
Training,fer0001441.png,4
Training,fer0001442.png,3
Training,fer0001444.png,0
Training,fer0001446.png,0
Training,fer0001447.png,2
Training,fer0001448.png,4
Training,fer0001449.png,2
Training,fer0001450.png,3
Training,fer0001454.png,0
Training,fer0001455.png,2
Training,fer0001456.png,2
Training,fer0001457.png,1
Training,fer0001459.png,3
Training,fer0001460.png,4
Training,fer0001462.png,2
Training,fer0001464.png,2
Training,fer0001465.png,2
Training,fer0001466.png,4
Training,fer0001467.png,2
Training,fer0001471.png,3
Training,fer0001472.png,2
Training,fer0001473.png,1
Training,fer0001474.png,0
Training,fer0001475.png,4
Training,fer0001476.png,1
Training,fer0001477.png,0
Training,fer0001478.png,4
Training,fer0001480.png,0
Training,fer0001483.png,2
Training,fer0001484.png,0
Training,fer0001485.png,1
Training,fer0001486.png,1
Training,fer0001487.png,2
Training,fer0001488.png,4
Training,fer0001489.png,1
Training,fer0001490.png,3
Training,fer0001491.png,1
Training,fer0001493.png,2
Training,fer0001494.png,2
Training,fer0001495.png,1
Training,fer0001496.png,2
Training,fer0001498.png,3
Training,fer0001501.png,3
Training,fer0001503.png,1
Training,fer0001505.png,1
Training,fer0001506.png,0
Training,fer0001508.png,0
Training,fer0001511.png,3
Training,fer0001512.png,2
Training,fer0001513.png,2
Training,fer0001514.png,1
Training,fer0001515.png,2
Training,fer0001516.png,2
Training,fer0001518.png,4
Training,fer0001519.png,3
Training,fer0001522.png,1
Training,fer0001523.png,1
Training,fer0001526.png,2
Training,fer0001528.png,0
Training,fer0001530.png,3
Training,fer0001531.png,3
Training,fer0001532.png,3
Training,fer0001533.png,2
Training,fer0001534.png,1
Training,fer0001536.png,1
Training,fer0001539.png,1
Training,fer0001543.png,1
Training,fer0001545.png,1
Training,fer0001546.png,1
Training,fer0001547.png,0
Training,fer0001548.png,0
Training,fer0001549.png,4
Training,fer0001550.png,2
Training,fer0001552.png,0
Training,fer0001553.png,4
Training,fer0001554.png,3
Training,fer0001555.png,0
Training,fer0001557.png,3
Training,fer0001561.png,3
Training,fer0001562.png,4
Training,fer0001564.png,3
Training,fer0001568.png,1
Training,fer0001570.png,2
Training,fer0001571.png,0
Training,fer0001572.png,2
Training,fer0001573.png,4
Training,fer0001576.png,0
Training,fer0001578.png,3
Training,fer0001579.png,0
Training,fer0001581.png,2
Training,fer0001582.png,3
Training,fer0001583.png,0
Training,fer0001584.png,4
Training,fer0001586.png,4
Training,fer0001587.png,0
Training,fer0001588.png,1
Training,fer0001589.png,1
Training,fer0001590.png,3
Training,fer0001593.png,4
Training,fer0001594.png,0
Training,fer0001595.png,1
Training,fer0001597.png,0
Training,fer0001599.png,4
Training,fer0001600.png,0
Training,fer0001602.png,0
Training,fer0001604.png,3
Training,fer0001606.png,3
Training,fer0001608.png,0
Training,fer0001611.png,1
Training,fer0001613.png,2
Training,fer0001615.png,2
Training,fer0001617.png,3
Training,fer0001619.png,2
Training,fer0001620.png,1
Training,fer0001622.png,0
Training,fer0001624.png,0
Training,fer0001626.png,1
Training,fer0001627.png,2
Training,fer0001628.png,1
Training,fer0001629.png,4
Training,fer0001630.png,2
Training,fer0001632.png,2
Training,fer0001633.png,3
Training,fer0001634.png,0
Training,fer0001636.png,1
Training,fer0001637.png,4
Training,fer0001641.png,1
Training,fer0001642.png,1
Training,fer0001643.png,0
Training,fer0001644.png,3
Training,fer0001647.png,1
Training,fer0001648.png,2
Training,fer0001651.png,2
Training,fer0001653.png,1
Training,fer0001655.png,2
Training,fer0001658.png,4
Training,fer0001660.png,1
Training,fer0001661.png,0
Training,fer0001663.png,2
Training,fer0001664.png,2
Training,fer0001668.png,1
Training,fer0001669.png,0
Training,fer0001672.png,4
Training,fer0001675.png,1
Training,fer0001676.png,3
Training,fer0001678.png,2
Training,fer0001679.png,2
Training,fer0001681.png,0
Training,fer0001684.png,0
Training,fer0001689.png,3
Training,fer0001691.png,0
Training,fer0001694.png,1
Training,fer0001696.png,1
Training,fer0001699.png,2
Training,fer0001701.png,2
Training,fer0001703.png,3
Training,fer0001706.png,1
Training,fer0001709.png,4
Training,fer0001712.png,0
Training,fer0001713.png,0
Training,fer0001714.png,1
Training,fer0001715.png,4
Training,fer0001716.png,0
Training,fer0001717.png,2
Training,fer0001718.png,2
Training,fer0001719.png,3
Training,fer0001720.png,2
Training,fer0001721.png,0
Training,fer0001722.png,3
Training,fer0001723.png,2
Training,fer0001724.png,4
Training,fer0001725.png,4
Training,fer0001726.png,3
Training,fer0001727.png,0
Training,fer0001729.png,4
Training,fer0001731.png,0
Training,fer0001732.png,3
Training,fer0001733.png,2
Training,fer0001734.png,4
Training,fer0001735.png,0
Training,fer0001736.png,3
Training,fer0001740.png,3
Training,fer0001741.png,4
Training,fer0001742.png,0
Training,fer0001743.png,0
Training,fer0001744.png,1
Training,fer0001745.png,3
Training,fer0001746.png,2
Training,fer0001748.png,2
Training,fer0001749.png,3
Training,fer0001753.png,0
Training,fer0001754.png,3
Training,fer0001755.png,2
Training,fer0001757.png,0
Training,fer0001760.png,2
Training,fer0001761.png,3
Training,fer0001762.png,2
Training,fer0001764.png,0
Training,fer0001765.png,2
Training,fer0001766.png,1
Training,fer0001767.png,3
Training,fer0001774.png,3
Training,fer0001785.png,1
Training,fer0001787.png,1
Training,fer0001788.png,4
Training,fer0001790.png,1
Training,fer0001793.png,4
Training,fer0001794.png,0
Training,fer0001795.png,2
Training,fer0001796.png,3
Training,fer0001797.png,3
Training,fer0001798.png,2
Training,fer0001800.png,4
Training,fer0001801.png,2
Training,fer0001802.png,1
Training,fer0001804.png,4
Training,fer0001807.png,1
Training,fer0001810.png,3
Training,fer0001812.png,3
Training,fer0001817.png,0
Training,fer0001818.png,2
Training,fer0001819.png,1
Training,fer0001820.png,2
Training,fer0001821.png,0
Training,fer0001822.png,2
Training,fer0001823.png,0
Training,fer0001824.png,1
Training,fer0001826.png,1
Training,fer0001827.png,0
Training,fer0001831.png,0
Training,fer0001832.png,0
Training,fer0001834.png,2
Training,fer0001835.png,2
Training,fer0001836.png,0
Training,fer0001838.png,0
Training,fer0001839.png,4
Training,fer0001843.png,1
Training,fer0001844.png,3
